00:01:05,,Linux,Mozilla 5.0,p4068-ipbf1507souka.saitama.ocn.ne.jp [ 118.8.235.68 ],,Mozilla/5.0 (Linux; Android 4.4.2; SO-03F Build/17.1.1.B.3.240) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:04:31,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.13 (etc),Netscape 6.0,y231085.dynamic.ppp.asahi-net.or.jp [ 118.243.231.85 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.13,,,
23:04:46,,Windows NT ,Netscape 6.0,p489206-ipngn402kokuryo.gunma.ocn.ne.jp [ 114.162.173.206 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
23:05:24,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1 (etc),Netscape 6.0,pw126247217252.14.panda-world.ne.jp [ 126.247.217.252 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,,,
23:05:56,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1 (etc),Netscape 6.0,i60-36-141-98.s02.a010.ap.plala.or.jp [ 60.36.141.98 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,,,
23:06:04,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1 (etc),Netscape 6.0,i60-36-141-98.s02.a010.ap.plala.or.jp [ 60.36.141.98 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,,,
23:09:50,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,p196149-ipngn2801kokuryo.gunma.ocn.ne.jp [ 153.164.34.149 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
23:14:42,https://doservis.ru/publikacii/kak-vybrat-schetchik-vody,Mozilla/5.0 (compatible; MSIE3.00; Windows 2006) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2006),,,
23:15:11,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,softbank060116012035.bbtec.net [ 60.116.12.35 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:16:05,,BlackBerry9000/4.6.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 ips-agent (etc),BlackBerry9000/4.6.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 ips-agent (etc),69.58.178.59 [ 69.58.178.59 ],,BlackBerry9000/4.6.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 ips-agent,,,
23:20:36,https://www.google.co.jp/,Windows NT ,Netscape 6.0,KD027085051067.ppp-bb.dion.ne.jp [ 27.85.51.67 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
23:21:03,https://www.google.co.jp/,Windows NT ,Netscape 6.0,KD027085051067.ppp-bb.dion.ne.jp [ 27.85.51.67 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
23:21:30,https://www.google.co.jp/,Windows NT ,Netscape 6.0,KD027085051067.ppp-bb.dion.ne.jp [ 27.85.51.67 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
23:21:35,https://www.google.co.jp/,Windows NT ,Netscape 6.0,KD027085051067.ppp-bb.dion.ne.jp [ 27.85.51.67 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
23:21:56,,Windows NT ,Netscape 6.0,224.165.50.121.ktv.ne.jp [ 121.50.165.224 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
23:22:57,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
23:24:29,,Linux,Mozilla 5.0,U145226.ppp.dion.ne.jp [ 218.222.145.226 ],,Mozilla/5.0 (Linux; Android 6.0; SOV32 Build/32.1.C.0.364) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:28:58,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
23:29:18,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,pw126236034122.12.panda-world.ne.jp [ 126.236.34.122 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:31:39,https://rus-everest.com/uslugi/,Mozilla/8.0 (compatible; MSIE7.00; Windows 2009) (etc),Netscape 8.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/8.0 (compatible; MSIE7.00; Windows 2009),,,
23:35:22,http://www.google.co.jp/,Linux,Mozilla 5.0,KD182250241007.au-net.ne.jp [ 182.250.241.7 ],,Mozilla/5.0 (Linux; Android 6.0.1; KYV35 Build/201.0.1f00) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:35:28,http://www.google.co.jp/,Linux,Netscape 6.0,sp1-75-243-112.msb.spmode.ne.jp [ 1.75.243.112 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SO-03F Build/17.1.1.B.3.240) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
23:35:52,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,pl24937.ag0708.nttpc.ne.jp [ 128.28.64.105 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; LCTE; rv:11.0) like Gecko,,,
23:38:22,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
23:40:59,http://rkastroy.ru/o-kompanii.html,Mozilla/7.0 (compatible; MSIE4.00; Windows 2008) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/7.0 (compatible; MSIE4.00; Windows 2008),,,
23:41:38,https://well-com.biz/company/careers/,Mozilla/3.0 (compatible; MSIE2.00; Windows 2009) (etc),Netscape 3.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/3.0 (compatible; MSIE2.00; Windows 2009),,,
23:44:28,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-61.search.msn.com [ 157.55.39.61 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
23:52:19,http://remkompbvd.ru/225-preimuschestva-kitayskih-vibrokatkov.html,Mozilla/7.0 (compatible; MSIE2.00; Windows 2008) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/7.0 (compatible; MSIE2.00; Windows 2008),,,
23:55:34,,Windows NT ,MSIE 9.0,i121-116-158-169.s41.a010.ap.plala.or.jp [ 121.116.158.169 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),,,
23:58:01,https://eckonom.ru/komplektuyuschie/canga-pryamaya,Mozilla/7.0 (compatible; MSIE2.00; Windows 2009) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/7.0 (compatible; MSIE2.00; Windows 2009),,,
23:58:10,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD121106095197.ppp-bb.dion.ne.jp [ 121.106.95.197 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
