00:00:22,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
23:34:31,http://44bonusa.ru/,Mozilla/2.0 (compatible; MSIE6.00; Windows 2002) (etc),Netscape 2.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/2.0 (compatible; MSIE6.00; Windows 2002),,,
23:35:21,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Éº„Ç∏„Éº„Ç∫&SID=000&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,p207253-ipngn3101kokuryo.gunma.ocn.ne.jp [ 114.166.168.253 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:37:24,http://kidsmi.ru/bl-school/,Mozilla/2.0 (compatible; MSIE5.00; Windows 2002) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/2.0 (compatible; MSIE5.00; Windows 2002),,,
23:38:14,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,KD106158216181.ppp-bb.dion.ne.jp [ 106.158.216.181 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
23:39:08,,Linux,Netscape 6.0,p13246-ipngn2001kokuryo.gunma.ocn.ne.jp [ 118.0.36.246 ],,Mozilla/5.0 (Linux; U; Android 4.0.4; ja-jp; NEC-0812 Build/A3000900) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Safari/534.30,,,
23:40:08,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,pw126254008196.8.panda-world.ne.jp [ 126.254.8.196 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:40:15,http://xn----8sbwhzjq7b3a.xn--p1ai/folgirovannye-cifry/shar-cifra-9-zoloto-90-sm,Mozilla/6.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/6.0 (compatible; MSIE3.00; Windows 2003),,,
23:41:42,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,pw126247009110.14.panda-world.ne.jp [ 126.247.9.110 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:43:37,https://gantbpm.ru/proekty/konsalting-v-medicine/,Mozilla/7.0 (compatible; MSIE3.00; Windows 2006) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2006),,,
23:43:47,,Windows NT ,Netscape 6.0,p3a57c119.gunmnt01.ap.so-net.ne.jp [ 58.87.193.25 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; MALC; rv:11.0) like Gecko,,,
23:43:58,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,pw126254008196.8.panda-world.ne.jp [ 126.254.8.196 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:44:56,https://womenknow.ru/beauty-health/makeup-and-hairstyles/,Mozilla/3.0 (compatible; MSIE5.00; Windows 2005) (etc),Netscape 3.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/3.0 (compatible; MSIE5.00; Windows 2005),,,
23:48:01,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
23:51:06,http://search.yahoo.co.jp/r/FOR=IKKG_xZV3iiGw0CVi5QjsqrUba.c9iNDB2hhT6XM1uEvVudCi.vdOPUQcTAYVzReBywG9km8b.Dos3FRMnJtWwl1q1B3315UJbfM0q9Nk0YywjzBDyiNON7nO5Tb747yvN4_Xgut9v.CrCLpiWnPffYis_5G7GhRO2oFY5_Jun0fq.gLX3Ffmr09KbLUAIdm7mCYvlNnDmRo1MN1/_ylt=A2RAyg_WI4JYaxQALGLjm_B7;_ylu=X3oDMTBtNHJhZXRnBHBvcwMxBHNlYwNzcgRzbGsDdGl0bGU-/SIG=1188iaipe/EXP=1485024662/**http://www.ozzys.jp/,Linux,Netscape 6.0,sp49-98-150-234.msd.spmode.ne.jp [ 49.98.150.234 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-01F Build/V19R43G) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.2.3,,,
23:52:01,https://search.yahoo.co.jp/,Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,32.69.100.220.dy.bbexcite.jp [ 220.100.69.32 ],,Mozilla/5.0 (iPad; CPU OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:55:34,,Windows NT ,Netscape 6.0,p489206-ipngn402kokuryo.gunma.ocn.ne.jp [ 114.162.173.206 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
23:55:45,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1 (etc),Netscape 6.0,KD182251246001.au-net.ne.jp [ 182.251.246.1 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1,,,
23:56:48,https://well-com.biz/uslugi/koll-tsentr-pod-klyuch/,Mozilla/6.0 (compatible; MSIE4.00; Windows 2003) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/6.0 (compatible; MSIE4.00; Windows 2003),,,
23:56:54,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,softbank126006076202.bbtec.net [ 126.6.76.202 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
23:57:06,https://rus-everest.com/uslugi/montazh-sks-lvs/,Mozilla/8.0 (compatible; MSIE5.00; Windows 2006) (etc),Netscape 8.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/8.0 (compatible; MSIE5.00; Windows 2006),,,
